# t_us, gyr_frd_x [rad/s], gyr_frd_y [rad/s], gyr_frd_z [rad/s], acc_frd_x [m/s^2], acc_frd_y [m/s^2], acc_frd_z [m/s^2]
3980000,0.0002,-0.0022,0.0018,2.6,0.09,-9.75
3990000,0.0034,-0.0034,0.0008,2.87,-0.08,-9.79
4000000,-0.0026,0.0038,-0.0034,2.89,-0.04,-9.71
4010000,0.0036,-0.0044,-0.0032,2.73,0.01,-9.77
4020000,-0.0026,-0.0008,0.0026,2.91,-0.19,-9.71
4030000,-0.0008,-0.003,-0,3,0.09,-9.75
4040000,0.0032,0.0016,-0.0028,2.83,0.05,-9.67
4050000,0.0022,-0.0008,0.0012,2.99,0.05,-9.75
4060000,-0.006,-0.0006,0.0024,2.69,-0.01,-9.71
4070000,0.0012,-0.002,0.0012,2.84,0.25,-9.92
4080000,0.001,-0.0012,-0.0036,2.91,-0.3,-9.8
4090000,-0.0012,-0.0024,0.0022,2.86,-0.05,-9.7
4100000,0.0006,0.0004,-0.003,2.92,0.04,-9.85
4110000,-0.0004,-0.001,-0.0008,2.95,-0.03,-9.83
4120000,-0.0026,-0.0034,0.0014,2.76,-0.06,-9.68
