# t_us, mag_frd_x [uT], mag_frd_y [uT], mag_frd_z [uT]
35530226,-4.15083,25.7819,11.8533
35630250,-4.06314,25.7527,12.2479
35730226,-3.88775,25.2704,12.4087
35830001,-3.85852,25.4896,11.5025
35930385,-4.26776,25.5773,11.9117
36030000,-3.81467,25.3142,11.6779
36130690,-4.06314,25.3581,11.941
36230078,-4.10699,25.6504,12.3063
36330226,-3.96083,25.8842,12.4087
36430002,-4.16545,25.8842,13.7533
36530225,-3.78544,25.0804,12.774
36630001,-3.96083,25.6942,12.6571
36730594,-3.84391,25.7381,13.0517
36830000,-4.53084,25.3142,12.3794
36930225,-4.23853,25.5481,12.1602
37030265,-4.19468,25.6065,12.5987
37130321,-3.94621,25.4896,13.3879
37230001,-3.75621,25.3289,12.8033
37330405,-3.84391,25.5189,12.4817
37429999,-3.84391,25.2119,11.9263
37530592,-4.01929,25.9281,12.774
37630097,-3.97545,26.0742,12.7887
37730224,-3.94621,25.7381,12.9056
37830001,-3.78544,25.6358,12.8764
37930235,-3.88775,26.045,13.2125
38030000,-3.87314,25.2996,12.8764
38130671,-3.84391,25.3581,13.2856
38230003,-4.26776,25.2704,12.014
38330226,-3.75621,24.9196,12.774
38430286,-3.71236,25.3435,12.9933
38530224,-4.1216,25.4019,12.7887
38630001,-3.59544,25.3873,12.1456
38730425,-3.88775,26.1619,11.7363
38830000,-3.47851,25.2996,12.1602
38930597,-4.2093,25.7966,12.584
39030116,-3.91698,25.9573,12.8764
39130324,-3.78544,25.4604,12.5402
39230001,-4.26776,25.6942,12.1017
39330255,-3.90237,25.2996,12.2625
39429999,-4.03391,25.5189,12.4379
39530592,-3.71236,25.9281,12.4817
39630001,-3.99006,25.7381,12.0286
39730226,-3.71236,25.4458,12.3648
39830303,-3.91698,25.5042,12.2625
39930226,-4.10699,25.4604,13.0371
40030000,-4.16545,25.4019,12.4963
40130546,-4.41391,25.6942,13.2856
40230002,-3.97545,25.9281,12.1602
40330228,-3.72698,25.8404,11.8386
40430132,-4.19468,25.4896,12.6425
40530225,-4.41391,25.475,12.9056
40630002,-4.13622,25.8696,12.8179
40730271,-4.66238,25.6942,12.891
40830001,-4.03391,25.665,11.8971
40930597,-4.07775,25.3727,11.9263
41030000,-3.9316,25.7966,12.7448
41130321,-4.1216,25.5481,12.204
41230320,-3.9316,25.4312,13.5779
41330226,-3.66852,25.7819,11.9848
41430003,-3.75621,25.285,12.3356
41530541,-3.49313,25.3289,11.8825
41630000,-3.97545,25.7819,12.7594
41730225,-4.01929,25.7673,12.5987
41830238,-4.37007,25.7966,12.7448
41930226,-3.82929,25.7673,12.7887
42030000,-4.00468,25.8258,11.9848
42130475,-3.99006,25.5919,12.6717
42229999,-4.03391,25.7527,12.5694
42330864,-4.19468,25.7235,13.1394
42430115,-4.07775,25.9135,13.7241
42530002,-4.09237,25.4458,12.774
42630427,-3.94621,25.6504,13.271
