utc_iso,host_unix_s,imu_t_us,timesync_t_us,gps_week,gps_tow_s,n_timesync_pairs,segment,mcu_restarts
2026-08-22T10:34:01.978865+00:00,1787394841.978856,144189,,,,0,0,0
2026-08-22T10:35:01.985171+00:00,1787394901.985161,60139574,59460434,2432,556500.000000,28,0,0
2026-08-22T10:36:02.009962+00:00,1787394962.009959,120181598,119463942,2432,556560.000000,88,0,0
2026-08-22T10:37:02.012958+00:00,1787395022.012953,180186787,179467442,2432,556620.000000,148,0,0
2026-08-22T10:38:02.019064+00:00,1787395082.019061,240197209,239470949,2432,556680.000000,208,0,0
2026-08-22T10:39:02.029578+00:00,1787395142.029570,300210175,299474467,2432,556740.000000,268,0,0
2026-08-22T10:40:02.035561+00:00,1787395202.035557,360219431,359477993,2432,556800.000000,328,0,0
