# t_us, gyr_frd_x [rad/s], gyr_frd_y [rad/s], gyr_frd_z [rad/s], acc_frd_x [m/s^2], acc_frd_y [m/s^2], acc_frd_z [m/s^2], imu_temp_c [degC]
# block-averaged from 798 Hz by 4 (inslib_decimate_dataset.py)
3228465068,0.00270185969,0.00188398724,0,-0.0470360643,-0.314762626,-9.85573698,25.825
3228470082,0.00243167371,0.000538282235,-0.000265292977,-0.0404613416,-0.325531986,-9.85394367,25.85
3228475096,0.00378260356,0.000538282235,-0.000530585955,-0.0380705352,-0.326728575,-9.8443765,25.825
3228480111,0.00216148773,0.000807423352,-0.00238763666,-0.0338866205,-0.329121772,-9.84915994,25.725
3228485125,0.000540371947,-0.000269141052,-0.000530585955,-0.0249210907,-0.331514951,-9.83480934,25.775
3228490140,0.00054037193,-0.000538282105,0.000795878932,-0.0338866211,-0.320147297,-9.85932507,25.775
3228495154,0.00243167373,0.000538282235,0.000265292977,-0.0326912162,-0.307583054,-9.85035587,25.775
3228500168,0.00189130176,-0.000269140987,0,-0.023127984,-0.339292818,-9.85035587,25.75
3228505183,0.00162111579,0.000538282235,0,-0.0362774281,-0.333908148,-9.8515518,25.75
3228510197,0.00108074386,0,0.000265292977,-0.0177486661,-0.339891122,-9.84915994,25.85
3228515212,0.000810557897,0.000269141183,0,-0.0303004086,-0.345874087,-9.84796401,25.875
3228520226,0.00108074386,0.000269141117,-0.000530585955,-0.0273118983,-0.330318362,-9.8533457,25.825
3228525241,0.000810557895,0.000807423352,0.000265292977,-0.0225302821,-0.341087711,-9.85095384,25.825
3228530255,0,-0.00161484625,-0.000530585955,-0.0237256864,-0.326728584,-9.8623146,25.75
3228535269,0.00108074386,-0.00134570523,-0.000530585955,-0.0177486658,-0.352455374,-9.867696,25.725
3228540284,0.00108074386,-0.0013457052,-0.000265292977,-0.0398636405,-0.337497925,-9.86171664,25.75
3228545298,0.000810557895,0.000538282235,-0.000530585955,-0.0207371761,-0.344677498,-9.8623146,25.85
3228550313,-0.0005403719,-0.000269141052,0.00106117188,-0.0219325796,-0.327326879,-9.85454163,25.675
3228555327,1.5e-11,-0.000538282105,0.000795878932,-0.0225302821,-0.321343904,-9.86351053,25.75
3228560342,0,0,0.00159175779,-0.023127984,-0.323138788,-9.8587271,25.85
3228565356,0.00108074386,0,0.000530585955,-0.0362774286,-0.309377951,-9.86889164,25.875
3228570370,-0.0005403719,-0.000538282105,0.00159175779,-0.0171509642,-0.318950703,-9.86111897,25.825
3228575385,0.000270185965,-0.0013457052,0.000265292977,-0.0506222774,-0.313566033,-9.87606724,25.7
