# t_us, acc_bias_frd_xyz [m/s^2], gyr_bias_frd_xyz [rad/s], baro_bias_Pa, h_m, vd_mps
0,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
100000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
200000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
300000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
400000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
500000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
600000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
700000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
800000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
900000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
1000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
1100000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
1200000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
1300000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
1400000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
1500000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
1600000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
1700000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
1800000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
1900000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
2000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
2100000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
2200000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
2300000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
2400000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
2500000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
2600000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
2700000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
2800000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
2900000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
3000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
3100000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
3200000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
3300000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
3400000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
3500000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
3600000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
3700000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
3800000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
3900000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
4000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
4100000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
4200000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
4300000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
4400000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
4500000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
4600000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
4700000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
4800000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
4900000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
5000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,-0.0000
5100000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
5200000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
5300000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
5400000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
5500000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
5600000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
5700000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
5800000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
5900000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
6000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
6100000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
6200000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.000,10.0000,0.0000
