# t_us, gyr_frd_x [rad/s], gyr_frd_y [rad/s], gyr_frd_z [rad/s], acc_frd_x [m/s^2], acc_frd_y [m/s^2], acc_frd_z [m/s^2]
0,-0.0016361766,-1.39143679e-08,-0.000272652038,-0.114920214,0.191539065,-9.84495283
50003,-0.0016361766,-1.39143679e-08,-0.000272652038,-0.114920214,0.191539065,-9.84495283
100005,-0.000272652038,-0.000272707696,0.000818123087,-0.0861961461,0.248990132,-9.7587816
150008,0.000272332008,-0.000272624209,0.000817956115,-0.134069429,0.18196519,-9.91196702
200010,-0.0021808267,0.000272540723,-0.000272652038,-0.0957778392,0.220270462,-9.73006487
250013,0.00190846687,-0.00054499796,0,-0.143647213,0.23940062,-9.87366077
300015,-2.50458621e-07,0.00109024638,8.34862071e-08,-0.124498486,0.162832099,-9.76836036
350018,-0.000817441283,-0.000817928286,0.000272512895,-0.124495066,0.24897987,-9.82581387
400020,0.00109005158,-0.000272819011,-0.000272485066,-0.114909952,0.201112939,-9.85450667
450023,-0.000817371711,-0.000545540621,0.000272958154,-0.0862176462,0.201121735,-9.78752277
500026,0.000817427368,-0.0008178448,0.000817427368,-0.143642327,0.22025678,-9.84492791
550028,-0.000544803159,-0.000272707696,-0.000544343985,-0.124498486,0.20113444,-9.78752326
