# t_us, gyr_frd_x [rad/s], gyr_frd_y [rad/s], gyr_frd_z [rad/s], acc_frd_x [m/s^2], acc_frd_y [m/s^2], acc_frd_z [m/s^2]  -- block-averaged from 783 Hz by 8 (inslib_decimate_dataset.py)
2021458492,0.000999234301,0.00439663098,-0.00263131699,0.0742202514,-0.0104746323,-9.87458547
2021468448,0.00109915774,0.00386370595,-0.00146554364,0.0712274994,-0.0221463654,-9.87039562
2021478404,0.00109915774,0.00293108732,-0.00259800919,0.0700303986,-0.0176572373,-9.87039562
2021488359,0.00139892803,0.00246477794,-0.00199846859,0.0715267746,-0.0170586868,-9.86291374
2021498315,0.00136562023,0.00159877487,-0.00233154671,0.0745195267,-0.0206499893,-9.86291374
2021509516,0.00186523736,0.00126569679,-0.00179862176,0.0703296738,-0.0170586868,-9.87009634
2021519472,0.00116577337,0.00276454822,-0.00223162328,0.072125325,-0.0140659347,-9.87249054
2021529427,0.000832695256,0.0031975498,-0.00169869831,0.0712274994,-0.0206499893,-9.87278982
2021539383,0.000799387446,0.00416347626,-0.00196516079,0.0625485184,-0.0170586868,-9.87817678
2021549339,0.000599540584,0.00449655436,-0.00219831548,0.0712274994,-0.015861586,-9.87069489
2021560539,0.000599540585,0.00409686073,-0.00269793265,0.0667383713,-0.0182557877,-9.87249055
2021570495,0.00183192954,0.00499617148,-0.00213169986,0.0679354721,-0.017357962,-9.86620577
2021580451,0.000799387441,0.00369716693,-0.00223162329,0.0733224258,-0.0122702835,-9.87249054
2021590407,0.000399693718,0.00452986211,-0.00299770298,0.0763151779,-0.0167594116,-9.86949779
2021600363,0.000866003064,0.00426339968,-0.00239816231,0.0709282242,-0.0170586868,-9.8754833
2021611563,0.00116577336,0.00293108732,-0.00186523736,0.0712274994,-0.0194528885,-9.86111809
2021621519,0.00136562023,0.00213169986,-0.00163208269,0.0682347473,-0.0185550629,-9.86381156
2021631475,0.000965926501,0.00126569679,-0.00179862176,0.0643441696,-0.0218470902,-9.86590649
2021641431,0.00119908116,0.00266462482,-0.00183192954,0.0727238754,-0.0203507141,-9.86231519
