utc_iso,host_unix_s,imu_t_us,timesync_t_us,gps_week,gps_tow_s,n_timesync_pairs,segment,mcu_restarts
2026-08-22T14:34:33.042925+00:00,1787409273.042917,2020314815,,,,0,0,0
2026-08-22T14:35:33.044960+00:00,1787409333.044943,2080321488,2079760182,2432,570931.000000,53,0,0
2026-08-22T14:36:33.048928+00:00,1787409393.048921,2140328769,2139763705,2432,570991.000000,105,0,0
2026-08-22T14:37:33.054811+00:00,1787409453.054806,2200337601,2199767233,2432,571051.000000,155,0,0
